filename,query,category,width,height,aspect_ratio,file_size_kb,resolution_ok,likely_indoor_ratio,source_url
standard_毛坯房卫生间_9a7be67f.jpg,毛坯房卫生间,standard,768,1024,0.75,122.4,True,False,https://pic.nximg.cn/file/20230617/21413768_221746390101_2.jpg
standard_毛坯房卫生间_5df76954.jpg,毛坯房卫生间,standard,768,1024,0.75,172.5,True,False,https://pic.nximg.cn/file/20230617/21413768_222123908109_2.jpg
standard_毛坯房卫生间_7b174418.jpg,毛坯房卫生间,standard,1440,1728,0.83,435.7,True,False,https://pic1.zhimg.com/v2-86f80e73e2885df300eb22b7caf4ce6c_1440w.jpg
standard_毛坯房卫生间_b35f14d5.jpg,毛坯房卫生间,standard,800,600,1.33,64.8,True,True,http://img1n.soufunimg.com/xfbang/2013_07/31/14/6/88/houseinfo/405165198300.jpg
standard_毛坯房卫生间_d0cce877.jpg,毛坯房卫生间,standard,1024,768,1.33,159.8,True,True,https://pic.nximg.cn/file/20230617/21413768_224012100109_2.jpg
standard_毛坯房卫生间_772b755e.jpg,毛坯房卫生间,standard,1242,1660,0.75,238.6,True,False,https://pic2.zhimg.com/v2-73b5f7fa57f8a297569e78c0362e179f_r.jpg
standard_毛坯房卫生间_e30a970f.jpg,毛坯房卫生间,standard,600,450,1.33,45.2,True,True,https://pic1.zhimg.com/v2-c623a5be42ee1c53ada2c78705f868bc_b.jpg
standard_毛坯房卫生间_2f4524c3.jpg,毛坯房卫生间,standard,720,959,0.75,94.2,True,False,https://pic1.zhimg.com/v2-94034f5f79825e8632e1ec09f87b4f21_720w.jpg?source=172ae18b
standard_毛坯房书房_98ce88f3.jpg,毛坯房书房,standard,768,1024,0.75,121.7,True,False,https://pic.nximg.cn/file/20230617/21413768_222941564108_2.jpg
standard_毛坯房书房_2c8314a0.jpg,毛坯房书房,standard,768,1024,0.75,107.8,True,False,https://pic.nximg.cn/file/20230617/21413768_223644838100_2.jpg
standard_毛坯房书房_9a7be67f.jpg,毛坯房书房,standard,768,1024,0.75,122.4,True,False,https://pic.nximg.cn/file/20230617/21413768_221746390101_2.jpg
standard_毛坯房书房_27f50f58.jpg,毛坯房书房,standard,768,1024,0.75,191.1,True,False,https://pic.nximg.cn/file/20230617/21413768_222738643109_2.jpg
standard_毛坯房书房_32d9df30.jpg,毛坯房书房,standard,768,1024,0.75,191.9,True,False,https://pic.nximg.cn/file/20230617/21413768_222019239104_2.jpg
standard_毛坯房书房_411649f3.jpg,毛坯房书房,standard,768,1024,0.75,89.2,True,False,https://pic.nximg.cn/file/20230617/21413768_224112804101_2.jpg
standard_毛坯房书房_a948fff4.jpg,毛坯房书房,standard,768,1024,0.75,137.1,True,False,https://pic.nximg.cn/file/20230617/21413768_223623139102_2.jpg
standard_毛坯房书房_9c26fd45.jpg,毛坯房书房,standard,768,1024,0.75,113.9,True,False,https://pic.nximg.cn/file/20230617/21413768_223246826101_2.jpg
standard_毛坯房书房_ee37dbc6.jpg,毛坯房书房,standard,768,1024,0.75,108.4,True,False,https://pic.nximg.cn/file/20230617/21413768_223453012104_2.jpg
standard_毛坯房书房_3ff0af7d.jpg,毛坯房书房,standard,768,1024,0.75,96.2,True,False,https://pic.nximg.cn/file/20230617/21413768_223254722100_2.jpg
standard_毛坯房餐厅_c8d2c355.jpg,毛坯房餐厅,standard,768,1024,0.75,103.2,True,False,https://pic.nximg.cn/file/20230617/21413768_223620625105_2.jpg
standard_毛坯房餐厅_c8f866a1.jpg,毛坯房餐厅,standard,1025,651,1.57,107.5,True,True,https://img2.douhuiai.com/dhimg/img/202403/65e4d924292db.png
standard_毛坯房餐厅_1db915c5.jpg,毛坯房餐厅,standard,768,1024,0.75,145.9,True,False,https://pic.nximg.cn/file/20230617/21413768_222552382104_2.jpg
standard_毛坯房餐厅_5df76954.jpg,毛坯房餐厅,standard,768,1024,0.75,172.5,True,False,https://pic.nximg.cn/file/20230617/21413768_222123908109_2.jpg
standard_毛坯房餐厅_2f140812.jpg,毛坯房餐厅,standard,961,960,1.0,211.5,True,True,https://p1.itc.cn/q_70/images03/20210821/058915d63d4440568b48a2df48b53f9e.jpeg
standard_毛坯房餐厅_be671351.jpg,毛坯房餐厅,standard,3134,1960,1.6,746.9,True,True,https://i0.hdslb.com/bfs/archive/41d4213b7ee94ed85e2a294dc794af151efb6450.jpg
standard_毛坯房餐厅_03f3cd3f.jpg,毛坯房餐厅,standard,768,1024,0.75,78.6,True,False,https://pic.nximg.cn/file/20230617/21413768_224014525102_2.jpg
standard_毛坯房餐厅_849480fd.jpg,毛坯房餐厅,standard,768,1024,0.75,95.6,True,False,https://pic.nximg.cn/file/20230617/21413768_224004965109_2.jpg
standard_毛坯房餐厅_99264716.jpg,毛坯房餐厅,standard,1024,768,1.33,158.4,True,True,https://pic.nximg.cn/file/20230617/21413768_222053096101_2.jpg
standard_毛坯房餐厅_15edebaa.jpg,毛坯房餐厅,standard,1024,768,1.33,113.7,True,True,https://pic.nximg.cn/file/20230617/21413768_223953903105_2.jpg
standard_毛坯房阳台_c04af9ac.jpg,毛坯房阳台,standard,768,1024,0.75,181.3,True,False,https://pic.nximg.cn/file/20230617/21413768_222022357109_2.jpg
standard_毛坯房阳台_ac99c99f.jpg,毛坯房阳台,standard,1080,1440,0.75,226.3,True,False,https://picx.zhimg.com/v2-7d4c4ed4f0e09832e1016ffe8b79680f_1440w.jpg
standard_毛坯房阳台_1ceec41b.jpg,毛坯房阳台,standard,1200,1800,0.67,342.6,True,False,https://tgi1.jia.com/129/113/29113192.jpg
standard_毛坯房阳台_e012c66d.jpg,毛坯房阳台,standard,1080,736,1.47,182.5,True,True,http://t-img.51f.com/xf/xw/0d462f6f-2f33-4d60-9ceb-401a4003bf6b.png
standard_毛坯房阳台_70b25b2d.jpg,毛坯房阳台,standard,600,400,1.5,35.3,True,True,"http://e3f49eaa46b57.cdn.sohucs.com/c_pad,w_600,h_400,blur_80/sscs/2022/11/12/20/0/6_184791890cag160SysCutcloudSrcimag_399129517_7_2b.jpg"
standard_毛坯房阳台_16f74f1c.jpg,毛坯房阳台,standard,720,960,0.75,125.6,True,False,https://picx.zhimg.com/v2-4a2f8dbc27bb19c57c284a583f4e66ef_720w.jpg?source=172ae18b
standard_毛坯房阳台_15edebaa.jpg,毛坯房阳台,standard,1024,768,1.33,113.7,True,True,https://pic.nximg.cn/file/20230617/21413768_223953903105_2.jpg
standard_毛坯房阳台_9cd06538.jpg,毛坯房阳台,standard,768,1024,0.75,150.4,True,False,https://pic.nximg.cn/file/20230617/21413768_222325217101_2.jpg
standard_毛坯房阳台_bbb072f4.jpg,毛坯房阳台,standard,1024,768,1.33,127.4,True,True,https://pic.nximg.cn/file/20230617/21413768_223923117107_2.jpg
standard_毛坯房阳台_7ce05b02.jpg,毛坯房阳台,standard,640,853,0.75,112.4,True,False,"https://5b0988e595225.cdn.sohucs.com/q_70,c_zoom,w_640/images/20180330/e4f479ed6ed7459abe5090a76f340578.jpeg"
standard_毛坯房玄关_2c8314a0.jpg,毛坯房玄关,standard,768,1024,0.75,107.8,True,False,https://pic.nximg.cn/file/20230617/21413768_223644838100_2.jpg
standard_毛坯房玄关_9a7be67f.jpg,毛坯房玄关,standard,768,1024,0.75,122.4,True,False,https://pic.nximg.cn/file/20230617/21413768_221746390101_2.jpg
standard_毛坯房玄关_45a98508.jpg,毛坯房玄关,standard,1024,768,1.33,136.2,True,True,https://pic.nximg.cn/file/20230617/21413768_223756458105_2.jpg
standard_毛坯房玄关_d0cce877.jpg,毛坯房玄关,standard,1024,768,1.33,159.8,True,True,https://pic.nximg.cn/file/20230617/21413768_224012100109_2.jpg
standard_毛坯房玄关_a948fff4.jpg,毛坯房玄关,standard,768,1024,0.75,137.1,True,False,https://pic.nximg.cn/file/20230617/21413768_223623139102_2.jpg
standard_毛坯房玄关_3ff0af7d.jpg,毛坯房玄关,standard,768,1024,0.75,96.2,True,False,https://pic.nximg.cn/file/20230617/21413768_223254722100_2.jpg
standard_毛坯房玄关_ee37dbc6.jpg,毛坯房玄关,standard,768,1024,0.75,108.4,True,False,https://pic.nximg.cn/file/20230617/21413768_223453012104_2.jpg
standard_毛坯房玄关_d972fbe7.jpg,毛坯房玄关,standard,1024,768,1.33,177.7,True,True,https://pic.nximg.cn/file/20230617/21413768_223101566102_2.jpg
standard_毛坯房玄关_0f74bbbd.jpg,毛坯房玄关,standard,1024,768,1.33,84.1,True,True,https://pic.nximg.cn/file/20230617/21413768_223555461106_2.jpg
standard_毛坯房玄关_03f3cd3f.jpg,毛坯房玄关,standard,768,1024,0.75,78.6,True,False,https://pic.nximg.cn/file/20230617/21413768_224014525102_2.jpg
competitor_毛坯房横梁_fcc9c772.jpg,毛坯房横梁,competitor,1080,728,1.48,154.5,True,True,https://pic1.zhimg.com/v2-7f325f066d75628c5e663ae8944a31ea_r.jpg?source=1940ef5c
competitor_毛坯房横梁_7711bb14.jpg,毛坯房横梁,competitor,1024,768,1.33,149.5,True,True,https://pic.nximg.cn/file/20230617/21413768_222610231105_2.jpg
competitor_毛坯房横梁_9a7be67f.jpg,毛坯房横梁,competitor,768,1024,0.75,122.4,True,False,https://pic.nximg.cn/file/20230617/21413768_221746390101_2.jpg
competitor_毛坯房横梁_32d9df30.jpg,毛坯房横梁,competitor,768,1024,0.75,191.9,True,False,https://pic.nximg.cn/file/20230617/21413768_222019239104_2.jpg
competitor_毛坯房横梁_09c63cf7.jpg,毛坯房横梁,competitor,768,1024,0.75,115.8,True,False,https://pic.nximg.cn/file/20230617/21413768_223307408109_2.jpg
competitor_毛坯房横梁_5609bddc.jpg,毛坯房横梁,competitor,640,480,1.33,51.2,True,True,https://pic3.zhimg.com/v2-0997890dc0fb3e918fbba2612cf616ea_r.jpg
competitor_毛坯房横梁_ed87058b.jpg,毛坯房横梁,competitor,658,437,1.51,116.1,True,True,https://gd-hbimg.huaban.com/d3ae2648b21f8dbb0dbb5ef453c4880aa3327e2f6b820-6liy8u_fw658
competitor_毛坯房横梁_849480fd.jpg,毛坯房横梁,competitor,768,1024,0.75,95.6,True,False,https://pic.nximg.cn/file/20230617/21413768_224004965109_2.jpg
competitor_毛坯房横梁_2f8c4501.jpg,毛坯房横梁,competitor,3648,2736,1.33,662.5,True,True,https://pic2.zhimg.com/v2-1f6c1c2413c4bd43ed00640af2afac74_r.jpg?source=1940ef5c
competitor_毛坯房横梁_b8b448b5.jpg,毛坯房横梁,competitor,768,1024,0.75,98.7,True,False,https://pic.nximg.cn/file/20230617/21413768_223817738105_2.jpg
competitor_小户型毛坯房_75beca8f.jpg,小户型毛坯房,competitor,658,878,0.75,137.2,True,False,https://gd-hbimg.huaban.com/1a67d96d00f665e99aab4c47aee928e64f4931072d688-ENOWN9_fw658webp
competitor_小户型毛坯房_979d4483.jpg,小户型毛坯房,competitor,658,877,0.75,144.2,True,False,https://gd-hbimg.huaban.com/9c747da44743de36de0b89f618c187529e913b3f3bab8-0rYU5g_fw658webp
competitor_小户型毛坯房_5df76954.jpg,小户型毛坯房,competitor,768,1024,0.75,172.5,True,False,https://pic.nximg.cn/file/20230617/21413768_222123908109_2.jpg
competitor_小户型毛坯房_979ff839.jpg,小户型毛坯房,competitor,768,1024,0.75,166.2,True,False,https://pic.nximg.cn/file/20230617/21413768_222944427102_2.jpg
competitor_小户型毛坯房_f3ef198d.jpg,小户型毛坯房,competitor,1024,768,1.33,130.1,True,True,https://pic.nximg.cn/file/20230617/21413768_221910305102_2.jpg
competitor_小户型毛坯房_32bff511.jpg,小户型毛坯房,competitor,1024,768,1.33,139.9,True,True,https://pic.nximg.cn/file/20230617/21413768_222046346105_2.jpg
competitor_小户型毛坯房_9e41611c.jpg,小户型毛坯房,competitor,768,1024,0.75,116.5,True,False,https://pic.nximg.cn/file/20230617/21413768_222859296102_2.jpg
competitor_小户型毛坯房_af720a4d.jpg,小户型毛坯房,competitor,1024,768,1.33,105.0,True,True,https://pic.nximg.cn/file/20230617/21413768_224200588102_2.jpg
competitor_小户型毛坯房_6b6fd039.jpg,小户型毛坯房,competitor,1024,768,1.33,112.2,True,True,https://pic.nximg.cn/file/20230617/21413768_222816613103_2.jpg
competitor_小户型毛坯房_1aab5cc3.jpg,小户型毛坯房,competitor,1024,768,1.33,120.5,True,True,https://pic.nximg.cn/file/20230617/21413768_223649900104_2.jpg
competitor_极简风格毛坯房_7a9e707c.jpg,极简风格毛坯房,competitor,1279,1605,0.8,240.1,True,False,https://pic3.zhimg.com/v2-1a03958f7be9d83da4ceadf7d04961f2_r.jpg
competitor_极简风格毛坯房_082189c6.jpg,极简风格毛坯房,competitor,971,639,1.52,129.3,True,True,https://pic3.zhimg.com/v2-696ed36f808bc884e19fdb6982879352_r.jpg
competitor_极简风格毛坯房_b39e006d.jpg,极简风格毛坯房,competitor,720,485,1.48,50.9,True,True,https://picx.zhimg.com/v2-82931b3b27770612a00f663485117318_720w.jpg?source=172ae18b
competitor_极简风格毛坯房_979ff839.jpg,极简风格毛坯房,competitor,768,1024,0.75,166.2,True,False,https://pic.nximg.cn/file/20230617/21413768_222944427102_2.jpg
competitor_极简风格毛坯房_95b3fc0a.jpg,极简风格毛坯房,competitor,1024,768,1.33,155.0,True,True,https://pic.nximg.cn/file/20230617/21413768_223237449101_2.jpg
competitor_极简风格毛坯房_c1caff52.jpg,极简风格毛坯房,competitor,500,667,0.75,25.6,False,False,https://www.keaitupian.cn/cjpic/frombd/1/253/3684542227/191590670.jpg
competitor_极简风格毛坯房_84eba9e4.jpg,极简风格毛坯房,competitor,3000,2250,1.33,668.6,True,True,https://pic2.zhimg.com/v2-95ed69e0083f32acd93b53e92c062adf_r.jpg
competitor_极简风格毛坯房_32bff511.jpg,极简风格毛坯房,competitor,1024,768,1.33,139.9,True,True,https://pic.nximg.cn/file/20230617/21413768_222046346105_2.jpg
competitor_极简风格毛坯房_15edebaa.jpg,极简风格毛坯房,competitor,1024,768,1.33,113.7,True,True,https://pic.nximg.cn/file/20230617/21413768_223953903105_2.jpg
competitor_极简风格毛坯房_5d129aa8.jpg,极简风格毛坯房,competitor,600,400,1.5,43.2,True,True,"http://e3f49eaa46b57.cdn.sohucs.com/c_pad,w_600,h_400,blur_80/sscs/2023/3/12/19/27/6_186e6fc0186g128SysCutcloudSrcimag_429169062_7_4b.jpg"
competitor_毛坯房复式_7a9e707c.jpg,毛坯房复式,competitor,1279,1605,0.8,240.1,True,False,https://pic3.zhimg.com/v2-1a03958f7be9d83da4ceadf7d04961f2_r.jpg
competitor_毛坯房复式_899e84b4.jpg,毛坯房复式,competitor,1024,768,1.33,71.9,True,True,https://pic.nximg.cn/file/20230617/21413768_223315408104_2.jpg
competitor_毛坯房复式_de8a2281.jpg,毛坯房复式,competitor,768,1024,0.75,98.4,True,False,https://pic.nximg.cn/file/20230617/21413768_223429657109_2.jpg
competitor_毛坯房复式_9a7be67f.jpg,毛坯房复式,competitor,768,1024,0.75,122.4,True,False,https://pic.nximg.cn/file/20230617/21413768_221746390101_2.jpg
competitor_毛坯房复式_8b434449.jpg,毛坯房复式,competitor,632,419,1.51,54.1,True,True,http://img.mp.sohu.com/upload/20171027/52b172ff9a7a4ba5be8dbbe8e2ac606b_th.jpg
competitor_毛坯房复式_a0bb7670.jpg,毛坯房复式,competitor,768,1024,0.75,135.5,True,False,https://pic.nximg.cn/file/20230617/21413768_222653433102_2.jpg
competitor_毛坯房复式_f3ef198d.jpg,毛坯房复式,competitor,1024,768,1.33,130.1,True,True,https://pic.nximg.cn/file/20230617/21413768_221910305102_2.jpg
competitor_毛坯房复式_d972fbe7.jpg,毛坯房复式,competitor,1024,768,1.33,177.7,True,True,https://pic.nximg.cn/file/20230617/21413768_223101566102_2.jpg
competitor_毛坯房复式_3d6bf166.jpg,毛坯房复式,competitor,768,1024,0.75,128.2,True,False,https://pic.nximg.cn/file/20230617/21413768_223443097106_2.jpg
competitor_毛坯房复式_b8b448b5.jpg,毛坯房复式,competitor,768,1024,0.75,98.7,True,False,https://pic.nximg.cn/file/20230617/21413768_223817738105_2.jpg
competitor_毛坯房异形户型_13c8b608.jpg,毛坯房异形户型,competitor,1024,768,1.33,118.9,True,True,https://pic.nximg.cn/file/20230617/21413768_222441473100_2.jpg
competitor_毛坯房异形户型_2c8314a0.jpg,毛坯房异形户型,competitor,768,1024,0.75,107.8,True,False,https://pic.nximg.cn/file/20230617/21413768_223644838100_2.jpg
competitor_毛坯房异形户型_45a98508.jpg,毛坯房异形户型,competitor,1024,768,1.33,136.2,True,True,https://pic.nximg.cn/file/20230617/21413768_223756458105_2.jpg
competitor_毛坯房异形户型_ee37dbc6.jpg,毛坯房异形户型,competitor,768,1024,0.75,108.4,True,False,https://pic.nximg.cn/file/20230617/21413768_223453012104_2.jpg
competitor_毛坯房异形户型_09c63cf7.jpg,毛坯房异形户型,competitor,768,1024,0.75,115.8,True,False,https://pic.nximg.cn/file/20230617/21413768_223307408109_2.jpg
competitor_毛坯房异形户型_d972fbe7.jpg,毛坯房异形户型,competitor,1024,768,1.33,177.7,True,True,https://pic.nximg.cn/file/20230617/21413768_223101566102_2.jpg
competitor_毛坯房异形户型_03f3cd3f.jpg,毛坯房异形户型,competitor,768,1024,0.75,78.6,True,False,https://pic.nximg.cn/file/20230617/21413768_224014525102_2.jpg
competitor_毛坯房异形户型_32bff511.jpg,毛坯房异形户型,competitor,1024,768,1.33,139.9,True,True,https://pic.nximg.cn/file/20230617/21413768_222046346105_2.jpg
competitor_毛坯房异形户型_b8b448b5.jpg,毛坯房异形户型,competitor,768,1024,0.75,98.7,True,False,https://pic.nximg.cn/file/20230617/21413768_223817738105_2.jpg
competitor_毛坯房异形户型_fab1f651.jpg,毛坯房异形户型,competitor,768,1024,0.75,157.3,True,False,https://pic.nximg.cn/file/20230617/21413768_222242404106_2.jpg
corner_case_暗光毛坯房_98ce88f3.jpg,暗光毛坯房,corner_case,768,1024,0.75,121.7,True,False,https://pic.nximg.cn/file/20230617/21413768_222941564108_2.jpg
corner_case_暗光毛坯房_db692033.jpg,暗光毛坯房,corner_case,1100,733,1.5,95.9,True,True,https://pic1.shejiben.com/case/2022/11/28/20221128151707-32899491.jpeg
corner_case_暗光毛坯房_27f50f58.jpg,暗光毛坯房,corner_case,768,1024,0.75,191.1,True,False,https://pic.nximg.cn/file/20230617/21413768_222738643109_2.jpg
corner_case_暗光毛坯房_b2fb15b9.jpg,暗光毛坯房,corner_case,1080,720,1.5,69.8,True,True,https://pic3.zhimg.com/v2-219452a679b1f9d0eca1fbb8ea2dc2f6_r.jpg
corner_case_暗光毛坯房_3ff0af7d.jpg,暗光毛坯房,corner_case,768,1024,0.75,96.2,True,False,https://pic.nximg.cn/file/20230617/21413768_223254722100_2.jpg
corner_case_暗光毛坯房_5fef1693.jpg,暗光毛坯房,corner_case,1100,1650,0.67,231.7,True,False,https://pic1.shejiben.com/case/2022/11/28/20221128151703-38eaabd3.jpeg
corner_case_暗光毛坯房_f4c8ecee.jpg,暗光毛坯房,corner_case,768,1024,0.75,115.9,True,False,https://pic.nximg.cn/file/20230617/21413768_222958103105_2.jpg
corner_case_暗光毛坯房_03f3cd3f.jpg,暗光毛坯房,corner_case,768,1024,0.75,78.6,True,False,https://pic.nximg.cn/file/20230617/21413768_224014525102_2.jpg
corner_case_暗光毛坯房_0f74bbbd.jpg,暗光毛坯房,corner_case,1024,768,1.33,84.1,True,True,https://pic.nximg.cn/file/20230617/21413768_223555461106_2.jpg
corner_case_暗光毛坯房_b8b448b5.jpg,暗光毛坯房,corner_case,768,1024,0.75,98.7,True,False,https://pic.nximg.cn/file/20230617/21413768_223817738105_2.jpg
corner_case_杂物毛坯房_9a7be67f.jpg,杂物毛坯房,corner_case,768,1024,0.75,122.4,True,False,https://pic.nximg.cn/file/20230617/21413768_221746390101_2.jpg
corner_case_杂物毛坯房_411649f3.jpg,杂物毛坯房,corner_case,768,1024,0.75,89.2,True,False,https://pic.nximg.cn/file/20230617/21413768_224112804101_2.jpg
corner_case_杂物毛坯房_d0cce877.jpg,杂物毛坯房,corner_case,1024,768,1.33,159.8,True,True,https://pic.nximg.cn/file/20230617/21413768_224012100109_2.jpg
corner_case_杂物毛坯房_3ff0af7d.jpg,杂物毛坯房,corner_case,768,1024,0.75,96.2,True,False,https://pic.nximg.cn/file/20230617/21413768_223254722100_2.jpg
corner_case_杂物毛坯房_d972fbe7.jpg,杂物毛坯房,corner_case,1024,768,1.33,177.7,True,True,https://pic.nximg.cn/file/20230617/21413768_223101566102_2.jpg
corner_case_杂物毛坯房_0f74bbbd.jpg,杂物毛坯房,corner_case,1024,768,1.33,84.1,True,True,https://pic.nximg.cn/file/20230617/21413768_223555461106_2.jpg
corner_case_杂物毛坯房_5a7a19e9.jpg,杂物毛坯房,corner_case,1024,768,1.33,102.1,True,True,https://pic.nximg.cn/file/20230617/21413768_223642315103_2.jpg
corner_case_杂物毛坯房_b8b448b5.jpg,杂物毛坯房,corner_case,768,1024,0.75,98.7,True,False,https://pic.nximg.cn/file/20230617/21413768_223817738105_2.jpg
corner_case_杂物毛坯房_ec364564.jpg,杂物毛坯房,corner_case,768,1024,0.75,144.0,True,False,https://pic.nximg.cn/file/20230617/21413768_221652387105_2.jpg
corner_case_杂物毛坯房_fab1f651.jpg,杂物毛坯房,corner_case,768,1024,0.75,157.3,True,False,https://pic.nximg.cn/file/20230617/21413768_222242404106_2.jpg
corner_case_毛坯房阁楼_a83b7e59.jpg,毛坯房阁楼,corner_case,768,1024,0.75,108.8,True,False,https://pic.nximg.cn/file/20230617/21413768_223203582105_2.jpg
corner_case_毛坯房阁楼_2c8314a0.jpg,毛坯房阁楼,corner_case,768,1024,0.75,107.8,True,False,https://pic.nximg.cn/file/20230617/21413768_223644838100_2.jpg
corner_case_毛坯房阁楼_9a7be67f.jpg,毛坯房阁楼,corner_case,768,1024,0.75,122.4,True,False,https://pic.nximg.cn/file/20230617/21413768_221746390101_2.jpg
corner_case_毛坯房阁楼_27f50f58.jpg,毛坯房阁楼,corner_case,768,1024,0.75,191.1,True,False,https://pic.nximg.cn/file/20230617/21413768_222738643109_2.jpg
